,CO_cross_NDVI,CO_cross_NLST,CO_cross_NTL,NO2_cross_NDVI,NO2_cross_NLST,NO2_cross_NTL,O3_cross_NDVI,O3_cross_NLST,O3_cross_NTL,SO2_cross_NDVI,SO2_cross_NLST,SO2_cross_NTL,HCHO_cross_NDVI,HCHO_cross_NLST,HCHO_cross_NTL
0,8.93830309342698,14.34422634049886,12.073766710448588,8.45689255603267,13.96397516045187,11.881950719829884,7.985137211943687,17.9665163169996,14.759323497909554,6.481073916413455,9.567572808539728,8.088794597786146,7.043726811600967,12.758511532857295,10.874210860974872
1,9.573428554687627,15.241943711998685,12.593622104717994,8.957407213908402,14.600684646347101,12.083910678454174,8.462167109813798,18.818056101473868,15.732973338395375,6.905058294685869,9.93614503742748,8.15839045854635,7.720071799396154,13.558134885356328,11.299040988282815
2,10.133636408007614,15.665637531187562,12.771293081346492,9.385659732366587,14.714124211138673,11.849694794521547,9.546081753563922,19.539686061574866,16.389828684224906,6.9066091287762355,10.174044543692448,8.16078294012826,8.61879902445816,14.078645183926607,11.65682605586872
3,10.478344543948605,15.545009074045012,12.591446619526032,9.87753680775743,14.951827905121887,11.943465435371134,10.867846884577968,20.19352653251881,16.833031291087046,6.673856427628288,10.134267577460031,8.093030271959758,9.467480591754663,14.114466607195702,11.483928271725446
4,10.242651936169983,15.687552571448233,12.562305737371766,9.858748033128467,14.896858632711698,11.82325306716372,12.180471196142626,20.146409864190584,16.640058682391665,6.249678811060187,10.307726491388689,8.111635285640793,9.771753171166013,13.981361413431838,11.280067026912054
5,9.328714329612712,15.885612921610047,12.624090184928152,9.348963575602207,15.123405633892453,11.928471021534948,13.375014120878324,20.923105261959048,16.8898910536721,5.538771453133992,10.808594771361129,8.751250563896214,9.344115604260093,13.804014275687354,10.946115509999235
6,8.228980914144161,16.576240907743202,13.126409303401811,8.477762707674609,15.453922714856585,12.279470745731814,14.076943587555276,21.270083148539115,16.765557358200248,5.148527093157938,11.23143144097033,9.14581226348962,8.291530828135041,14.549763419354942,11.350981515459784
7,7.723720820842429,17.52030138842275,14.056029065653414,7.828070574981085,16.24339836629175,12.836391918762665,14.438112682858954,21.556060913436646,17.05031033275143,5.1977564297918395,11.983554775444453,9.813005232470928,7.525281604924,14.995678823576228,11.762996820963245
8,8.015228995194352,18.334797246634498,15.059520178564885,7.621592752358852,16.904276329097208,13.466654189859014,14.408150486215192,21.83499484657245,17.393614100131476,5.6100415418332865,12.539091302838074,10.323797555263877,7.393488234274401,16.179735502144105,13.008082742294388
9,9.044870627850734,18.90972674629782,15.696178203662623,8.199217706262697,17.87386262696836,14.477235546705424,13.860427507788165,22.252935681712167,17.82806671500815,6.4629863992273915,12.954086874429272,10.679530560805105,7.8350941186725285,16.83856732601104,13.664384548704462
10,10.136530848125886,18.957841372018517,15.765650950235763,9.159130696583954,18.157910103365772,14.704428692524411,12.885095387600611,22.73605582544962,18.29679331944795,7.431724454605873,13.105063713539947,10.625006920334354,8.474270753897134,16.87790956370521,13.805775625054924
11,11.221465342226697,19.204833193066328,15.778156537247138,10.359243615289845,18.401796966087076,14.79831249120484,11.926935741868423,23.826109484898126,19.185861752586504,8.385288541841415,13.284972440333537,10.812399421690275,9.204573151344356,16.933857001332754,13.845675824456851
12,12.234472633836257,19.489430072241547,15.598408855335647,11.476681851947284,18.407111332534328,14.726707940386188,11.569378589963527,24.994082447603063,20.092119502686227,9.19767383554003,13.39321827969136,10.647768052225072,9.86348390010329,17.272136727920937,14.01707736682935
13,13.017897741859326,20.375082893928145,16.069282938422703,12.20458856297834,18.93242556364016,14.964474080836869,12.146312047841064,26.363656468903542,21.225492472147998,9.642606273849495,13.966120440678209,11.089240658161103,10.665395721879918,18.226315378573716,14.638744180659415
14,13.720410883942758,20.718391821194466,16.184101696938686,12.806267516649783,19.28117104356585,14.956310844881287,13.408344740589715,27.290481817274962,22.100440486282828,9.741966577389904,13.797112809695044,10.924309755835262,11.759856336483441,18.933543334734207,14.991741071808711
15,14.137467019505326,20.69909063061494,16.075570423749078,13.251080374975501,19.768895025675686,15.301144044515784,15.217744619289991,27.777308169948903,22.350069575528085,9.480772628796931,14.424645401788077,11.092706946115957,12.824964259462384,19.157840123031008,15.006814136834247
16,13.689538477740422,20.450779096387357,15.773053348931551,13.31213783763642,20.117270371774502,15.313636284087744,17.106574252709738,28.050828304014757,22.303129257812834,8.748091803533509,14.302155036427298,10.90585689050188,13.385503503573144,18.877935226384132,14.532834058003807
17,12.23650867016336,20.313706424740424,15.550164442863524,12.413502211723161,19.4560778287997,14.84374989943661,18.276043549454066,28.2328646186618,22.368286855215572,7.835882109478438,14.892207639964044,11.542173080915072,12.500215051508714,18.3359429331895,14.139387736970422
18,10.600973106380692,20.863240890421437,16.08440751672945,11.18849701082889,19.630192103433686,15.21526155214296,18.93724586625284,27.953321003899656,21.81896132893794,7.0702263991257865,15.12526736413815,11.922415823665563,11.06536958675025,18.361346533019116,14.214830631693003
19,9.756888965501826,22.329366556007542,17.620424157210746,10.164795366203155,20.88468893388788,16.653613584512964,19.016392626797888,28.338976061420386,22.162965333729623,6.960673658009775,16.17798911501905,13.077871159161173,10.001075514118831,19.823470099184135,15.482145876925179
20,10.028232440977233,23.391987185575317,18.50127031298283,9.992127814728759,22.16365430234084,17.418766392994165,18.453048400481503,28.51815443077665,22.05630757225574,7.588803264804599,16.83848706453513,13.63842300021112,9.662344736258351,21.212261753647546,16.583833129448536
21,11.144247904120935,24.274987803031703,19.22590750641697,10.56005534293255,23.488755332461977,18.611910797488758,17.194819813971677,28.950658803737817,22.352069334019244,8.519157487874802,17.623866094059274,14.14000887988375,9.999060804795379,22.03084650081297,17.39762897125714
22,12.575264106772977,24.192706312731506,19.27487677537906,11.840559558045651,24.07493849874312,19.00763288721514,15.722866439390241,29.703284684628876,22.84031919313507,9.701102092571283,17.35867716378699,13.923461519057511,10.79296358909237,22.15256419217451,17.624536772905156
23,13.865043592807822,23.951730215512057,19.052465605049875,13.414061011965643,23.970985680657243,18.896590709047416,14.44665366709208,30.699006206173202,23.69255346205414,11.05427443537031,17.85618878679754,14.287485394177372,11.709658108099996,22.041071758892166,17.577947507190142
24,15.006072475623732,24.153539333498586,18.962114009798537,14.543627173628543,23.885435418565038,18.7717143992614,13.89966169507899,32.35195809728407,25.050200002152668,11.82389596997942,17.798365801387245,13.948356300283624,12.510608555384064,22.64501238531669,17.87660229923754
25,15.870216320067842,24.415231137077363,18.860190716243146,15.215502895232447,23.86348402416646,18.47535736368956,14.547812734394709,33.60061481975627,26.243219421648334,12.27486746786686,17.751868351405868,13.768999903574484,13.345780184237862,23.20608575139844,18.03444431549405
26,16.493955989181288,24.897484353166973,18.784691310541294,15.833240234376166,24.0432532253867,18.12095254300919,16.11659006780456,34.547972941629666,27.134843497358208,12.309530480585169,17.89634981689769,13.575906753043306,14.633098765766164,23.825237210760775,18.339530330765534
27,16.51840190601291,24.712764607206886,18.62023461042844,15.672904322117706,24.618468189687864,18.49821002856404,18.026468308187603,34.82185396461775,27.08164705270008,11.598288427389916,18.3951875472825,13.975601593385386,15.60410004957123,24.070690722895918,18.452670542337636
28,15.655593322132246,24.72866548963438,18.525547816934086,14.995326716762637,24.659455344861346,18.61713904866126,19.85027686146415,34.49241381876043,26.739781804127908,10.491388525706824,18.296102530540868,13.776180465746647,15.68400716607649,23.43474128055908,17.78208813053945
29,13.995502916785425,24.816832311348083,18.405253280114657,14.0889615213088,25.07350572461874,18.664627671217218,21.18769461170009,34.512978380489024,26.492108117419328,9.304284818550377,19.320182194099218,14.62723192102342,14.770426149339825,23.00419179536587,17.282012855113265
30,12.181151261619085,25.962968509717896,19.416091067838472,12.692531342655666,25.449033020740117,19.245708678855067,21.96193528237618,34.62703319367594,26.353823031687533,8.36022330062096,19.975102527270224,15.136917043521544,13.105338156939615,23.804492290991078,17.85792752682333
31,10.965807891528478,27.62839010302151,20.93303931944844,11.26632412109402,26.608824925924097,20.128266168966036,21.943862591229976,34.95059881023103,26.43263101956306,8.039269886860204,21.00576953717663,16.172237732273864,11.256894571530331,24.930860877646133,18.74484862588004
32,11.035576057377426,28.951709448070808,22.058234491728193,10.606583354908818,27.886823389490857,21.004181043577397,21.200830417952307,35.20275555092687,26.394089757828453,8.43393943372889,21.7128539798977,16.830285158534686,10.533427385406085,26.579770742697185,20.082339051736675
33,12.326396313514234,30.003362246128514,23.12535876366905,11.299979120726519,29.585261186839617,22.807966828964936,20.039723694709537,36.02996585657213,27.165615544214475,9.577610474435469,22.222904196583826,17.409507881404835,11.151826348634764,28.267354192524763,21.753443365974597
34,13.965525653587058,28.825312645566793,22.248318943191137,12.764001270757763,28.52601168316513,22.081005520783776,18.22785328014087,35.28741227796652,26.66983787313,11.021475258308847,21.67186725897576,16.87303360477879,12.167658119940207,27.21182716244767,21.12524453139809
35,15.346731246344298,27.828448542829463,21.40818557931631,14.494889262519884,27.771573156364834,21.182101446674245,16.431883988230037,35.30982875059039,26.824616002208234,12.136555864665613,20.841820491665565,16.208145581497664,13.10607190586948,26.34900623331852,20.44349248522706
36,16.16993674553217,26.691436378771467,20.252302720373606,15.45686948571241,26.4836912412286,20.196491944403597,15.31381039754887,35.29634244297969,26.883905434385856,12.858173243682627,19.902593495762524,15.040754331225354,13.634855079485117,25.695376514648984,19.746190565778424
37,16.397103709547366,26.681659098731483,19.8392100588375,15.612354558681055,26.064844683976773,19.548081208542044,15.221291417058744,35.72340947711146,27.26584571911775,12.879794559010072,20.051383131562986,14.859231019626781,13.996853637125396,25.681483728803013,19.25171982885835
38,16.515329328771344,26.190677985955247,19.218898945163524,15.408649959244565,25.56493459390566,18.861326267639143,16.121668790350007,35.27454860516232,27.173997772459067,12.334241391631142,19.1063251501853,14.303275081001782,14.602795806472109,25.167245495770814,18.83007252884131
39,16.387490048540073,26.032859419519838,19.168741803437385,15.302767581613363,25.391235303673575,18.73659445540995,17.750229643202616,34.62982582013364,26.562559090842555,11.755744769785176,19.271940086944618,14.382132249518175,15.45063469777044,24.64328807215275,18.440922817180752
40,15.120731345795125,24.88003092350779,18.418195356063933,14.471403957618113,24.686740340203556,18.076155466488437,19.12183362333345,33.94408019336858,25.791456511836184,10.515488740714897,18.594277153486342,13.51732738612277,15.368246726071495,23.55788736573564,17.46314942155807
41,13.207331906012367,24.40167665249203,17.972731798537595,13.007592405441862,23.496409088076323,17.472981625451897,19.780561216967584,32.98537162682698,24.84971726386507,8.918610198998365,18.600789627545637,13.83536970416425,14.094996258379998,22.601710214719773,16.828371015530998
42,10.965640716300227,24.72887224916355,18.145206388888035,11.307950945235973,23.535176892322397,17.71946007311807,19.65546968184774,32.433729783369444,23.856095330168145,7.7732709733805985,18.644242478532096,13.88821083528712,11.978242336308519,22.470086070794057,16.65894843268611
43,9.290211589095815,25.224835287201074,18.216854171000094,9.6812320601438,23.500187773337018,17.27260804801375,18.93520545472899,31.99119427407244,23.131851875726845,7.086307250515394,18.722452984717062,13.858729744772198,9.990359911251291,22.845679301697206,16.321530214926312
44,9.048718737012653,25.43677029080394,18.525693414237722,8.923767619741529,23.60102115902307,17.12666026894102,17.88936610382005,31.591260191825967,22.713679993746645,7.198158630690308,18.485168574630055,13.74030734176159,8.88959370172308,23.333911027257262,16.859214804595375
45,10.038446499531691,24.888928885370944,18.392137993639253,9.26615593180475,23.00471058170998,17.07130694386252,16.59782366605352,31.033072710250863,22.35477738938096,8.022883696136628,18.246915922899817,13.651348537255773,8.921050923341609,22.697545706605716,16.77942330270985
46,11.477265598125635,23.800374376515293,17.6132550404271,10.361840936611024,22.114222515281313,16.459139971428122,15.09862849024182,30.483423249032384,21.950849962773177,9.0622935386953,17.481110968522636,13.020166323727555,9.749822276382064,22.009164219540754,16.370540270753366
47,12.607194796116381,22.90760271470472,16.950058468303205,11.530075701117068,21.071351949612477,15.687496198454292,13.633511983002968,30.123419156219626,21.739391668477634,10.020143215523703,16.878623110496704,12.53578552180787,10.519851527728042,21.155115886782646,15.835688953059769
48,13.074740177331494,22.22345047613195,15.923652535385504,12.23190400920833,20.438014717926055,14.848816738850047,12.67596957972533,30.2710776344679,21.66500771178479,10.428575860298075,16.49039476452881,11.866920022661972,10.942587730908986,20.796047905382338,15.210289676332337
49,13.074154613534812,21.608336931179863,15.237414197391676,12.276714928605184,19.942440083424174,14.292281290083503,12.391832721036211,30.0925872481753,21.607750298930334,10.450067510028767,15.959960023374329,11.312586527792877,11.279058097971937,20.513004457878985,14.652203800920402
50,12.917474974236868,21.272167787669506,14.764053934605116,11.952632869387319,19.387201585980073,13.66254172348347,13.04531970995545,29.480646160923083,21.32673926331319,10.009058444369341,15.528594056469242,11.05385497958678,11.623616503360548,20.109337798417684,14.161529324793527
51,12.376684390566455,20.401886725806868,14.604608350293445,11.256739400414755,19.192157884130097,13.885922933644277,14.157329523691729,28.711858339220576,21.07325426832949,8.979672586880504,15.263653863286775,11.003945434812543,11.812115783308347,19.4775544003116,14.038815765894691
52,11.536654796085223,19.540076508883672,14.158741642427682,10.701488972830301,18.59755391729086,13.417372027584651,15.267284120725778,27.480867648204423,20.09569202652134,8.048855765432116,14.937465661874707,10.755603008479518,11.783336753637965,18.643929465174228,13.506915216884106
53,10.083652992882115,19.025043022419517,13.840343741375172,9.864396346036898,18.38822289177437,13.258305549306305,15.750196936255538,26.8055528261728,19.599972394084624,7.121600580788996,15.184273597415737,11.05013838685056,10.975810520968764,17.837942349929406,13.059595295794868
54,8.316251243464167,19.13737580000324,13.843396107168344,8.467005689986575,17.896723900044154,13.100698386713729,15.62568341531438,25.80735374344386,18.623748120922286,6.099258734581669,15.126887009649032,10.908671036271809,9.32826418461536,17.757225339085338,13.005061233768261
55,7.0282928383589125,19.5563955706647,13.974197116585941,7.3299746561212284,18.01772913720155,13.092624405373272,15.140405973797428,25.265155585816174,18.06191244242545,5.678498434319854,15.36307584887982,11.020054139440447,7.807356459415847,18.020393030882015,12.846438019385648
56,6.850764415616803,19.524907516896647,13.861964862304617,7.127445491254981,18.271915482853448,13.085983224151027,14.36465391895964,24.639569605011374,17.511372067359456,5.924693384829025,15.34892424149535,10.971306461461822,7.183620008925856,18.42196644489144,13.074198497132377
57,7.551739839128068,18.97384508820839,13.419451386254934,7.496594407666651,18.1005975959664,12.833470540253265,13.23987545231898,23.968382781519516,16.95013331129164,6.622593306747232,15.023551718414316,10.702778967409078,7.26685692057228,18.02305600452207,12.684789515536185
58,8.708728212411073,18.28874408217333,13.011365895983873,8.372956923746223,17.359986149331863,12.297673058932723,11.930699442375264,23.372406644839025,16.564301695123625,7.438597181536461,14.559495442119154,10.309894072319668,7.812557243341236,17.367265314899235,12.319231783844756
59,9.53340429114985,17.575516687975394,12.608393742985928,9.285586327582948,16.933804105518483,12.003600005249194,10.644792283305236,23.242589063046506,16.474552633284915,8.012143926776087,14.034951646186926,10.026112640655198,8.341111337858433,16.742949303355083,12.018184550950881
60,9.823172784619835,16.64092683319624,11.796683855290482,9.647367071214319,15.93431769001452,11.38282551570326,9.647089362278043,23.09039639018698,16.267965590315917,8.300953926747162,13.18222815339424,9.347881430254498,8.574243354049019,16.090993874169676,11.571153220768329
61,9.975278603928736,16.781870886053056,11.650473501404226,9.754441319377003,15.85055425974079,11.083429788393058,9.360329165209459,23.340172712670864,16.20524255095887,8.442642885238286,13.363678444291246,9.155593890157977,8.84408834082462,16.36368331157799,11.39461350056844
62,9.877625739670368,16.001868279691855,10.927302584702653,9.508037732423912,15.416564030651465,10.543110191554685,9.701224438975153,22.88616046384927,15.910153770481354,8.026731621759371,12.600231070598973,8.589594216710504,9.11234970073627,15.930036477166784,10.876078891980857
63,9.385276067415127,15.147096793511674,10.317375150967049,8.932834791436283,14.698601127790134,10.176018310332445,10.41639693652166,21.977879259218597,15.199963331442278,7.260533560091585,11.898286821578523,8.276824547073103,9.192651044690933,15.127006552566284,10.371568453833016
64,8.365222324638044,14.055081922848156,9.814987832608915,8.067225580683926,14.105806158976694,9.84384372727537,11.13436628927178,21.260595757368748,14.67996299476612,6.323819645744081,11.412691326081685,7.933057181202349,8.883209242396433,14.137416151247475,9.757044386318615
65,7.006281485390713,13.35460183930592,9.285606999049481,6.993373915039683,13.641280049722535,9.340588151801906,11.443498150485318,20.2512731986708,14.082460820514186,5.2234264471515175,11.310372560106856,7.906407971992173,8.01268310483675,13.411436233414001,9.306078494326215
66,5.6175524460515796,13.27762132291024,9.271726371147645,5.89216597154328,13.515272154086487,9.385614854512681,11.328806228272683,19.20155465288621,13.278248673112769,4.276571551106528,11.240558223803506,7.729491125315835,6.6540564364890145,12.950232228429245,9.110246147350395
